Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
07-Apr-06,4878.65,4905.05,4702.95,4717.6,11355412,389.75
10-Apr-06,4721.4,4754.8,4649.65,4689.45,7255642,354.17
12-Apr-06,4644.4,4698.6,4567,4575.25,7517088,321.89
13-Apr-06,4574.3,4584.8,4408.65,4467.1,10541546,446.09
17-Apr-06,4477.5,4575.95,4477.5,4561.7,6629673,335.27
18-Apr-06,4566.45,4687.3,4566.45,4633.75,10452638,429.97
19-Apr-06,4639.45,4694,4605.25,4620.9,7736268,326.75
20-Apr-06,4626.55,4644.35,4592.2,4624.3,4142669,201.22
21-Apr-06,4627.35,4662.4,4567.1,4596.1,7686734,337.95
24-Apr-06,4593.25,4606.05,4503.95,4520.5,7516838,350.73
25-Apr-06,4523.9,4543.05,4446.9,4455.55,7423331,406.27
26-Apr-06,4450,4517.9,4450,4499.3,7533985,361.2
27-Apr-06,4514.15,4562.15,4415.6,4435.8,12873246,555.36
28-Apr-06,4427.85,4452.15,4179.85,4437.05,8377975,348.62
29-Apr-06,4442.65,4622.2,4442.65,4549.8,4094359,154.69
02-May-06,4558.25,4752.85,4558.25,4729.3,15432034,571.2
03-May-06,4733.35,4898.4,4720.9,4880.7,18160677,681.04
04-May-06,4780.35,4960.75,4780.35,4935.3,19661147,626.03
05-May-06,4937.2,4955.25,4865.5,4876.55,10384109,359.97
08-May-06,4892.25,4935.85,4859.8,4875.05,12793556,434.6
09-May-06,4896.7,4922.05,4828.95,4914.25,13081781,502.44
10-May-06,4916,5068.2,4916,5047.15,19402902,827.16
11-May-06,5047.15,5074.4,4966.35,4991.35,9538710,386.79
12-May-06,4971.2,4987,4863.35,4871.6,8448949,301.21
15-May-06,4873.3,4880,4686.55,4713.05,6962212,289.78
16-May-06,4714.6,4724.25,4550.65,4685.45,9302658,285.06
17-May-06,4712.2,4914.9,4712.2,4853.35,10065916,371.99
18-May-06,4853.65,4853.65,4483.45,4539.5,13846844,603.56
19-May-06,4593.75,4677.85,4291.15,4330.4,13494318,581.47
22-May-06,4380.4,4463.45,3972.25,4216.3,9843660,375.45
23-May-06,4283.95,4378.5,4101.25,4326.65,8871807,294.92
24-May-06,4327.8,4466.8,4248,4295.5,12763561,526.91
25-May-06,4274.9,4316.8,4187.4,4271.95,13175122,492.52
26-May-06,4274.2,4411.8,4274.2,4324.05,7021764,256.21
29-May-06,4324.7,4391.35,4297.95,4337.65,5343661,175.91
30-May-06,4351.6,4353.2,4269.25,4274.55,5121029,203.37
31-May-06,4254.05,4254.05,4043,4123.55,9105150,349.35
01-Jun-06,4130.85,4206.35,4056.75,4075.5,6702932,277.47
02-Jun-06,4076.3,4187.9,4032.95,4176.5,7117959,240.36
05-Jun-06,4177.3,4200.8,4047.55,4068.35,6812288,221.19
06-Jun-06,4061.8,4155.75,3950.9,4079.55,7005786,298.2
07-Jun-06,4056.35,4082.05,3901.25,3962,6731379,229.58
08-Jun-06,3966.3,3966.3,3666.95,3704.35,7968927,282.77
09-Jun-06,3704.5,3860.25,3596.7,3829.4,11943783,413.37
12-Jun-06,3832.8,3850.05,3637.35,3673.3,6797918,243.08
13-Jun-06,3639.1,3639.1,3466.1,3541.25,8068605,271.05
14-Jun-06,3583.4,3656.5,3408.95,3475.45,10695748,365.77
15-Jun-06,3551.1,3676.85,3534.9,3661.85,8344976,281.99
16-Jun-06,3679,3853.6,3679,3770.45,9919847,347.78
19-Jun-06,3762.5,3765.1,3689.9,3751.55,5311392,206.79
20-Jun-06,3751.5,3751.5,3633.1,3660.4,6496484,234.87
21-Jun-06,3661.75,3726.7,3640.6,3685,5689716,211.18
22-Jun-06,3686.4,3850.15,3686.4,3829.45,8497017,279.04
23-Jun-06,3824.8,3824.8,3745.65,3802.5,5746541,240.53
25-Jun-06,3813.6,3848.1,3777.7,3790.35,735753,29.15
26-Jun-06,3794.35,3794.35,3669.95,3683.35,8442883,311.68
27-Jun-06,3695.5,3713.9,3611.2,3679.3,6110316,227.99
28-Jun-06,3673.75,3682.35,3596.75,3609.35,7062582,265.37
29-Jun-06,3610.65,3668.15,3571.25,3596.2,15819783,619.14
30-Jun-06,3638,3743.8,3638,3708.9,10228480,282.34
03-Jul-06,3717.75,3784,3682.35,3719.25,6030577,211.34
04-Jul-06,3719.4,3788.85,3719.4,3776.85,8441783,253.36
05-Jul-06,3964.8,3964.8,3771.7,3824.4,12018029,260.77
06-Jul-06,3807.4,3807.4,3742.65,3761.25,8195048,216.69
07-Jul-06,3765,3803.7,3657.3,3704.95,11581145,462.05
10-Jul-06,3695.7,3713.85,3655.2,3709.4,5028239,175.32
11-Jul-06,3705.05,3711.7,3664.75,3683.7,4033404,142.15
12-Jul-06,3591.05,3689.35,3529.15,3684.8,5425872,173.62
13-Jul-06,3688.85,3706.8,3659.4,3676.4,5595696,177.95
14-Jul-06,3623.4,3658.35,3584.95,3630.1,5262191,178.81
17-Jul-06,3659.35,3659.35,3504.3,3519.2,7400216,167.13
18-Jul-06,3512.85,3530.6,3445.7,3472.65,7010029,183.65
19-Jul-06,3485.8,3526.6,3413.5,3428.15,5864481,150.17
20-Jul-06,3472,3626.95,3472,3602.45,9680441,249.83
21-Jul-06,3601.6,3601.6,3509.4,3543.55,5590616,146.09
24-Jul-06,3537,3722.25,3495.6,3715.75,14256357,409.28
25-Jul-06,3768.45,3886.65,3768.45,3871.2,17606853,527.1
26-Jul-06,3882.65,3910.85,3816.95,3898.35,12007137,318.21
27-Jul-06,3920.15,3960.6,3844,3945.7,21184235,760.02
28-Jul-06,3967.05,4042.75,3911.7,4022.95,19241850,628.55
31-Jul-06,4032.45,4140.55,4032.45,4078.8,12965288,410.89
01-Aug-06,4074.15,4074.15,3996.05,4050.75,10125952,317.36
02-Aug-06,4053.55,4103.85,4029.15,4096.95,8743947,276.61
03-Aug-06,4097.95,4192.95,4097.95,4152.6,12276016,376.07
04-Aug-06,4129.8,4144.95,4041.7,4067.75,11658367,360.55
07-Aug-06,4059.45,4153.1,4032.5,4134.45,13857497,472.08
08-Aug-06,4141,4275.5,4141,4265.95,14207892,574.86
09-Aug-06,4268.65,4346.25,4235.7,4329.05,17864252,672.22
10-Aug-06,4336.35,4378.85,4302.35,4370.55,14814237,520.42
11-Aug-06,4380.05,4403.4,4308.95,4324.65,7344810,233.22
14-Aug-06,4314.7,4358.05,4308.25,4328.85,4818129,167.73
16-Aug-06,4342.2,4456.1,4342.2,4433.1,8274266,310.62
17-Aug-06,4453.1,4471.4,4394.3,4410.3,6732894,270.76
18-Aug-06,4399,4414.35,4351.5,4369.3,4861063,199.04
21-Aug-06,4342.9,4456.55,4325.45,4446.2,8159256,267.37
22-Aug-06,4462.35,4495.9,4433.55,4449.7,13361060,361.37
23-Aug-06,4448.8,4465.3,4378.15,4395.1,7946423,261.87
24-Aug-06,4377.7,4442.1,4332.8,4428.35,10363771,301.59
25-Aug-06,4575.75,4596.7,4472.15,4495.45,10065789,422.34
28-Aug-06,4501.85,4533,4485.95,4528.4,5746636,237.08
29-Aug-06,4529.4,4579.65,4529.4,4562.7,8344369,253.75
30-Aug-06,4566.8,4605.9,4534.15,4596.3,10278150,308.61
31-Aug-06,4612,4633.05,4580.45,4594.85,13581920,562.14
01-Sep-06,4593.2,4655.5,4568.25,4650.85,8683201,330.03
04-Sep-06,4662.5,4708.9,4661.5,4696.9,6658286,221.64
05-Sep-06,4703.25,4743.85,4682.4,4706.8,7428505,255.75
06-Sep-06,4709.2,4724.15,4671.85,4690.4,5635894,218.97
07-Sep-06,4683.55,4683.55,4627.95,4647.3,6006813,221.76
08-Sep-06,4652.9,4680.9,4616.15,4658.45,5491010,211.16
11-Sep-06,4658.45,4672.35,4510.65,4528.9,6150970,253.63
12-Sep-06,4526.25,4645.75,4480.2,4631.6,11326544,440.57
13-Sep-06,4637.75,4837.6,4637.75,4823.9,16902717,604.22
14-Sep-06,4853.2,4913.05,4835.1,4896.35,11427965,413.21
15-Sep-06,4883.25,4915.2,4849.95,4908.1,10755174,328.65
18-Sep-06,4905,4954.55,4898.55,4924.95,8322263,295.96
19-Sep-06,4927.6,4949,4861.25,4890.45,7379696,279.62
20-Sep-06,4878.25,4915.8,4800.65,4899.75,5667002,225.14
21-Sep-06,4925,4990.9,4925,4972.95,8795876,278.39
22-Sep-06,4956.45,4982.2,4903.95,4934.7,7243951,221.78
25-Sep-06,5078.4,5084.25,4910.85,4949.9,7429342,294.75
26-Sep-06,4957.25,5066.35,4947.8,5061.7,10531466,411.09
27-Sep-06,5035.85,5143.5,5035.85,5124.5,12627498,499.49
28-Sep-06,5123.65,5350.65,5118.75,5327.6,28573576,1013.98
29-Sep-06,5519.55,5519.55,5255.95,5276.25,18049644,483.43
03-Oct-06,5277.05,5312.25,5241.45,5264.9,9420652,305.19
04-Oct-06,5265.45,5267.95,5185.95,5201.25,11264123,358.02
05-Oct-06,5215.85,5350.65,5215.85,5334.7,14390134,499.59
06-Oct-06,5326.35,5357.2,5300.2,5311.25,8261864,271.33
09-Oct-06,5290.75,5327.2,5261.75,5292.75,8493241,246.02
10-Oct-06,5292.45,5326.9,5253.5,5270.3,6067856,193.27
11-Oct-06,5271.5,5313.85,5182.1,5206.4,6619512,253.48
12-Oct-06,5208.85,5285.3,5142,5270.4,9172884,319.98
13-Oct-06,5290.85,5361.25,5290.85,5302.45,8554324,289.39
16-Oct-06,5250.6,5433.1,5250.6,5399.55,10638971,473.77
17-Oct-06,5393.4,5433.7,5353.9,5390.1,9276112,446.44
18-Oct-06,5406.5,5425.6,5374.65,5405.85,10272639,460.01
19-Oct-06,5410.15,5430.65,5300,5334.85,9842805,314.02
20-Oct-06,5341.55,5373.8,5314.4,5333.65,10347586,300.27
21-Oct-06,5380.65,5380.65,5307.5,5325.55,791880,27.3
23-Oct-06,5304.6,5341.05,5240.5,5247.25,5611260,183.66
26-Oct-06,5282.8,5482.4,5265.2,5460.1,23015066,830.75
27-Oct-06,5473.4,5551.9,5464.1,5545.25,15547759,563.46
30-Oct-06,5539.9,5641.95,5479.6,5626.45,15047694,619.39
31-Oct-06,5633.7,5686.9,5543.8,5588.7,23289995,724.9
01-Nov-06,5792.8,5795.85,5570.9,5623.65,10190477,385.35
02-Nov-06,5586,5677.25,5586,5658.75,9208653,334.62
03-Nov-06,5664.05,5667,5600.55,5613.15,8006226,300.96
06-Nov-06,5604.25,5626.9,5556.05,5561.9,8077251,251.77
07-Nov-06,5575.85,5610.6,5510.95,5535.75,8139177,291.86
08-Nov-06,5529.85,5613.7,5460.5,5591,11168077,518.73
09-Nov-06,5615.5,5670.35,5599.3,5656.35,8501869,386.05
10-Nov-06,5666.25,5797.8,5648,5757.95,10369649,575.06
13-Nov-06,5773.25,5823.95,5730.85,5801.35,7270643,310.98
14-Nov-06,5793.6,5849.85,5782.1,5838.8,10581856,482.59
15-Nov-06,5835.2,6047.45,5835.2,6023.55,22453891,1052.06
16-Nov-06,6039.2,6268.25,6039.2,6175.05,35165285,1767.81
17-Nov-06,6166.45,6228.25,6066.15,6119.65,19583709,1076.09
20-Nov-06,6115.95,6115.95,5907.45,6006.6,14438541,809.57
21-Nov-06,6045.05,6101.8,6009.1,6085.5,9123041,445.38
22-Nov-06,6094.4,6177.2,6094.4,6118.9,11517943,563.54
23-Nov-06,6153,6177.55,6082.8,6157.1,11112902,505.2
24-Nov-06,6144.95,6190.95,6132.6,6153.6,9513735,409.38
27-Nov-06,6128.5,6217.65,6107.35,6198.35,5320821,273.36
28-Nov-06,6179.35,6179.35,6080.35,6122.9,8564787,435.54
29-Nov-06,6158.4,6202.1,6109.05,6127.65,8653445,488.12
30-Nov-06,6144.2,6227.3,6143.55,6198.3,13236498,589.21
01-Dec-06,6217.65,6341.15,6199.05,6330.75,10978952,577.24
04-Dec-06,6301.65,6374.55,6280.6,6294.1,7172281,382
05-Dec-06,6296.45,6340,6212.25,6235.15,6149257,324.53
06-Dec-06,6264.55,6305.5,6188.8,6213.85,5289157,278.03
07-Dec-06,6220.25,6284.15,6182.55,6259.5,6332149,333.28
08-Dec-06,6595.85,6595.85,6187.7,6234.55,7891686,414.95
11-Dec-06,6177.9,6177.9,5729.35,5790.6,13713708,689.1
12-Dec-06,5758.3,5812.05,5408.95,5536.3,17112057,688.17
13-Dec-06,5556.35,5741.65,5502.75,5720.35,15593986,565.21
14-Dec-06,5754.8,5877.4,5754.8,5849.75,10930319,481.04
15-Dec-06,5844.35,5966.3,5844.35,5958.2,9606849,369.44
18-Dec-06,5971.1,6022.2,5814.9,6012.05,11232923,544.27
19-Dec-06,6010.8,6010.8,5801.95,5867.45,8782201,470.27
20-Dec-06,5865.8,5947.65,5764.1,5797.2,9040345,478.1
21-Dec-06,5787.6,5810.95,5712,5777.9,9232432,436.12
22-Dec-06,5796.4,5829.45,5760.1,5790.4,7347382,288.8
26-Dec-06,5799.2,5914.4,5785.25,5904.15,5650038,263.94
27-Dec-06,5933.45,6057.55,5930.95,6009.6,7492932,342.73
28-Dec-06,6036.35,6060.85,5994.55,6027.8,12120043,528.5
29-Dec-06,6098.55,6098.55,5993.9,6008.75,7392308,275.01
02-Jan-07,6015.15,6067.05,6004.65,6039.55,3647004,165.03
03-Jan-07,6044.3,6084.5,6009.65,6070.25,5541104,234.15
04-Jan-07,6077.15,6122.4,5982.45,6008.45,8078673,346.55
05-Jan-07,6004.3,6101.8,5996.45,6049,8429921,421.45
08-Jan-07,6069.9,6069.9,5951.6,5968.35,7392637,359.14
09-Jan-07,5971.8,6000.75,5864.3,5875.3,12989392,629.78
10-Jan-07,5859.9,5894.4,5709.2,5723.05,9063215,406.6
11-Jan-07,5720.55,5816.5,5684.7,5748.75,14052929,714.34
12-Jan-07,5826.65,6184.6,5826.65,6157.95,16515401,794.21
15-Jan-07,6191,6221.4,6144.85,6164.8,5817293,334.18
16-Jan-07,6188.1,6212.1,6103.1,6157.4,8985294,514.2
17-Jan-07,6168.6,6247.05,6143.75,6215.2,6296906,392.84
18-Jan-07,6239.2,6292.9,6154.9,6189.5,11268346,587.5
19-Jan-07,6254.5,6254.75,6104.2,6184.9,5963738,328.6
22-Jan-07,6209.75,6224.1,6135.4,6175.45,6211720,299.59
23-Jan-07,6167.85,6172.25,5989.85,6010.8,12066221,657.16
24-Jan-07,6082.85,6098.05,5989.6,6055.5,9049995,397.92
25-Jan-07,6094.05,6126.4,6051.25,6107.6,12443532,446.43
29-Jan-07,6139.75,6148.55,5953.3,5978.9,5628805,257.34
31-Jan-07,5980.05,6100.5,5901.65,5953.95,16903515,770.2
01-Feb-07,5976.25,6152.25,5951.05,6115.2,12684869,621.79
02-Feb-07,6132.45,6176,6059.7,6075.35,14086385,771.56
05-Feb-07,6120.1,6144.65,6047.55,6089.2,7027503,392.41
06-Feb-07,6095.8,6170.6,6075.25,6092.2,9835067,444.35
07-Feb-07,6104.7,6173.95,6095.05,6157.15,13444728,585.29
08-Feb-07,6148.65,6231.45,6146.75,6208.7,7887486,454.75
09-Feb-07,6211.45,6248.6,6107.5,6184.45,11392225,523.05
12-Feb-07,6085.8,6124.2,5957.3,6031.65,9734632,467.14
13-Feb-07,6026.35,6100.45,5890.3,5946.45,11773291,608.3
14-Feb-07,5841.2,5841.2,5561,5672.55,18277426,920.15
15-Feb-07,5702.35,5852.5,5702.35,5841.65,10108539,517.46
19-Feb-07,5858.15,5948.15,5836.85,5917.45,8688735,485.99
20-Feb-07,5927.5,5945.85,5825.45,5841.25,5467139,290.42
21-Feb-07,5855.2,5868.9,5787.6,5816.95,6516734,374.71
22-Feb-07,5825.45,5854.4,5627.55,5647.65,15962979,694.28
23-Feb-07,5721.4,5738,5427.35,5473.6,12098373,554.15
26-Feb-07,5493.6,5579.1,5376.65,5533.75,8113451,372.41
27-Feb-07,5552.3,5616.25,5407.3,5464.65,11539662,545.62
28-Feb-07,5294.7,5381.55,5112.15,5240.3,12231958,668.28
01-Mar-07,5262.35,5406.35,5213.35,5388.95,7173455,356.84
02-Mar-07,5395.4,5401.15,5196.15,5218.95,10601002,520.58
05-Mar-07,5135.75,5135.75,4980.25,5040.1,10183361,497.26
06-Mar-07,5061.4,5182.45,5005.95,5110.15,9291136,431.36
07-Mar-07,5185.1,5214.4,4950.5,4993.55,11744493,495.74
08-Mar-07,5031.85,5246.5,4999.25,5217.85,11852859,557.63
09-Mar-07,5226.05,5316.95,5160.6,5187.85,11979870,522.25
12-Mar-07,5188.05,5269.3,5152.4,5180.1,10439779,467.63
13-Mar-07,5188.1,5259.9,5169.3,5251.55,7946576,352.67
14-Mar-07,5245.9,5245.9,5022.45,5039.05,7256259,339.97
15-Mar-07,5048.05,5141.8,4949.65,4965,11348382,487.98
16-Mar-07,4978.35,4993.55,4837.25,4893.45,11577474,453.31
19-Mar-07,4900.15,4992.3,4871.45,4979.45,7431345,281.89
20-Mar-07,5014.35,5125.8,5014.35,5084.1,11881257,420.53
21-Mar-07,5104,5299.1,5083.45,5288.4,12636547,505.32
22-Mar-07,5349.45,5568.3,5349.45,5554.75,19973980,827.76
23-Mar-07,5549.4,5594.75,5448.85,5518.85,15639787,654.21
26-Mar-07,5522.05,5593.35,5407.85,5424.3,10794483,493.18
28-Mar-07,5375.5,5375.5,5270.95,5290.15,9226868,370.54
29-Mar-07,5298.9,5309.9,5164.05,5273.2,23888272,969.57
30-Mar-07,5281.4,5339.75,5281.4,5308.5,11157134,488.43
02-Apr-07,5267.7,5267.7,4946.55,4959.65,12534959,492.66
03-Apr-07,4961.3,5048.6,4921.8,4995.15,14983860,481.91
04-Apr-07,4997.05,5108.15,4997.05,5031.75,8453344,354.65
05-Apr-07,5035.9,5151.25,4985.3,5129.2,10120293,390.49
09-Apr-07,5129.05,5335.95,5129.05,5323.8,9708298,421.17
10-Apr-07,5335.4,5349.75,5229.75,5325.5,9197204,405.67
11-Apr-07,5325.3,5374.25,5261.3,5276.65,5526736,286.73
12-Apr-07,5241.15,5241.15,5176.45,5215.15,5883789,267.09
13-Apr-07,5234.5,5404.1,5230.9,5362.1,10972810,457.91
16-Apr-07,5400.3,5465.5,5400.3,5435.1,7436692,336.66
17-Apr-07,5457.2,5522.15,5387.5,5455.45,13005520,535.83
18-Apr-07,5474.1,5548,5460.15,5513,10512362,462.61
19-Apr-07,5485.2,5587.3,5382.2,5540.3,11572998,554.11
20-Apr-07,5552.1,5626.85,5514.8,5597.55,9098980,486.77
23-Apr-07,5622,5637.1,5536.05,5550.15,8004762,350.4
24-Apr-07,5524.2,5833.05,5511.7,5807.5,24076716,1239.13
25-Apr-07,5724,5905.1,5724,5876.45,13754990,770.77
26-Apr-07,5886.95,5975,5862.85,5880.95,15562335,800.27
27-Apr-07,5833.65,5874.75,5731.4,5752.9,10681381,548.5
30-Apr-07,5627.9,5638.65,5490.85,5621,11540720,715.31
03-May-07,5656.25,5721.9,5651.05,5693.4,13433961,671.85
04-May-07,5713.7,5765.6,5641.75,5656.55,13053208,690.11
07-May-07,5773.4,5773.4,5596.2,5610.7,11791053,615.46
08-May-07,5584.1,5672.5,5523.75,5537,9246885,535.27
09-May-07,5571.15,5649.25,5480.5,5638.55,9545580,544.51
10-May-07,5664.2,5742.65,5628.1,5644.95,14494706,656.45
11-May-07,5556.25,5708.3,5529.65,5682.45,10779143,625.59
14-May-07,5733.3,5859.35,5733.3,5847.8,10799949,613.83
15-May-07,5850.05,5968.2,5844.2,5950.65,15261343,774.71
16-May-07,5960.65,6154.65,5960.65,6137.85,16119787,1036.4
17-May-07,6179,6292.05,6179,6270.9,16660526,993.58
18-May-07,6241.95,6313.55,6219.4,6290.8,12317585,811.71
21-May-07,6315.8,6445.4,6315.8,6391.15,15296279,838.39
22-May-07,6384.55,6418,6335,6356.4,12924565,752.81
23-May-07,6371.3,6383.85,6252.95,6309.15,11006496,662.96
24-May-07,6285.45,6313.75,6183.7,6208.7,8928754,568.38
25-May-07,6162.55,6218.85,6091.9,6200.35,7870791,502.8
28-May-07,6199.15,6332.65,6199.15,6283.95,7452260,477.23
29-May-07,6288.35,6316.95,6257.5,6302.1,5236185,346.1
30-May-07,6297.7,6335.45,6223.85,6245.45,7025190,498.34
31-May-07,6255.5,6345.3,6255.5,6324.5,12500420,670.09
01-Jun-07,6340.9,6431.5,6340.9,6404.8,8978953,630.22
04-Jun-07,6431.25,6491.45,6400.65,6448.85,7015244,536.64
05-Jun-07,6441.5,6554.9,6411.25,6533.35,9228401,633.28
06-Jun-07,6561.6,6562.5,6312.3,6324.3,7792417,565.15
07-Jun-07,6301.95,6352.3,6204.7,6236.45,7819039,529.93
08-Jun-07,6200.35,6271.2,6129.95,6177.7,8631036,560.43
11-Jun-07,6210.25,6278.9,6151.85,6161.25,4677700,298.49
12-Jun-07,6177.45,6191.95,6059.75,6149.95,7601230,506.07
13-Jun-07,6150.65,6168.5,6048.8,6063.8,7227965,467.92
14-Jun-07,6106.9,6157.2,6085.2,6122.05,7722732,451.3
15-Jun-07,6134.85,6239.8,6134.85,6176.2,8342544,564.38
18-Jun-07,6210.5,6245.8,6157.65,6174.4,6135312,368.18
19-Jun-07,6165.5,6382.4,6165.5,6366.95,10383100,593.15
20-Jun-07,6376.5,6508,6376.5,6496.85,14499135,765.29
21-Jun-07,6486.4,6562.25,6438.75,6536.25,11130123,784.5
22-Jun-07,6544.3,6621.15,6521.95,6542.05,12883642,847.42
25-Jun-07,6548.95,6555.9,6490.35,6544.55,8288499,481.86
26-Jun-07,6501.5,6547.65,6490.75,6515.6,7856246,533.92
27-Jun-07,6522.5,6534.1,6457.3,6482.45,7128429,541.6
28-Jun-07,6509.1,6538.15,6487.85,6521.35,10821783,733.3
29-Jun-07,6521.85,6749.95,6521.85,6740.1,14529806,1010.21
02-Jul-07,6811.85,6828.9,6696,6718,8142499,561.36
03-Jul-07,6719.65,6882.6,6719.65,6857.1,10700547,778.6
04-Jul-07,6917.35,6917.35,6777.5,6836.45,7476502,574.73
05-Jul-07,6845.25,6902.8,6739.5,6818.35,12026839,867.82
06-Jul-07,6796.5,6830.45,6751.35,6791.25,12527274,978.27
09-Jul-07,6787.75,6895.7,6752.4,6867.9,15002035,726.79
10-Jul-07,6891.8,6906.05,6798.8,6814.7,12162757,592.77
11-Jul-07,6779.25,6845.2,6752.65,6794.7,11274501,508.72
12-Jul-07,6812.05,6931.5,6812.05,6916.05,9612807,487.2
13-Jul-07,6935,7032.65,6935,6980.35,13907896,834.29
16-Jul-07,6985.05,7112.9,6938.05,7101.3,15528894,798.05
17-Jul-07,7064.25,7154.4,7020,7041.75,14901294,847.82
18-Jul-07,7050.9,7093.9,6978,7068.8,9927061,582.96
19-Jul-07,7099.15,7157.7,7082.1,7137.9,9750009,670.79
20-Jul-07,7146.7,7209.2,7064.65,7086.55,9761873,608.06
23-Jul-07,7073.7,7088.8,7024.6,7076.3,8992885,484.55
24-Jul-07,7092.35,7142.15,7057.65,7075.6,11618186,689.95
25-Jul-07,7061.35,7068.55,6959.25,7003.45,12781508,637.26
26-Jul-07,7024.9,7032.95,6904.7,6933.3,13997930,726.19
27-Jul-07,6864.55,6864.55,6608.1,6698.65,16698557,1059.13
30-Jul-07,6726.6,6937.1,6650.7,6829.8,14113381,927.91
31-Jul-07,6864.1,6943.9,6712.85,6928.45,19952573,1270.7
01-Aug-07,6903.85,6903.85,6609.75,6637.35,16576485,1220.59
02-Aug-07,6630.85,6819.45,6612.05,6759.15,11784655,889.82
03-Aug-07,6803,6903.4,6797.3,6854.6,7580345,602.58
06-Aug-07,6826.95,6853.85,6627.6,6821.85,10139425,870.85
07-Aug-07,6846.7,6954.65,6796.9,6823.45,12356740,898.18
08-Aug-07,6849.85,6998.6,6849.85,6966.8,13942212,908.62
09-Aug-07,7001.5,7110.55,6805.6,6837.2,11119698,817.15
10-Aug-07,6665.3,6665.3,6542.4,6646.05,11816636,872.48
13-Aug-07,6650.3,6732.3,6622.8,6679.75,9480874,692.97
14-Aug-07,6735.45,6735.45,6668.9,6702.35,7554196,508.49
16-Aug-07,6456.2,6509.3,6293.65,6305.75,15803163,1000.06
17-Aug-07,6273.7,6375.45,6083.85,6245.6,20527473,1408.66
20-Aug-07,6358.05,6567.6,6358.05,6491.5,10850530,764.95
21-Aug-07,6490.75,6521.5,6173.7,6210.45,10448039,724.37
22-Aug-07,6242.4,6312.6,6058.35,6228.85,21848276,1189.3
23-Aug-07,6303.45,6397.15,6061.55,6090.25,15761374,904.92
24-Aug-07,6128.85,6196.65,6071.45,6176.55,14089992,896.09
27-Aug-07,6278.5,6492.25,6278.5,6471.85,16506999,1200.42
28-Aug-07,6470.4,6522.05,6425.35,6485.5,12609369,925.94
29-Aug-07,6409.4,6535.9,6326.5,6509.3,15107965,1119.22
30-Aug-07,6581.4,6609.45,6532.9,6572.45,18816123,1246.41
31-Aug-07,6582.1,6714.4,6568.2,6675.85,9997528,764.25
03-Sep-07,6712.6,6788.05,6707.45,6774.05,9933434,665.89
04-Sep-07,6852.25,6863.35,6759.1,6801.65,8947024,590.37
05-Sep-07,6784.5,6850.45,6754.4,6777.65,8925923,665.49
06-Sep-07,6718.9,6878.3,6673.75,6868.85,7242822,547.24
07-Sep-07,6839.9,6922.6,6820.65,6842.95,10515414,688.56
10-Sep-07,6787.65,6883,6740.7,6870.35,6435346,440.77
11-Sep-07,6903.15,6915.35,6805,6815.6,6362084,461.1
12-Sep-07,6837.45,6875.95,6773.65,6784.4,6734469,419.31
13-Sep-07,6789.3,6912.05,6789.3,6904.2,10480568,805.01
14-Sep-07,6941.9,7062.9,6898.7,6912.15,14476118,1033.96
17-Sep-07,6898,6977.2,6843,6897.1,5817404,415.15
18-Sep-07,6921.15,7078.95,6883.6,7059.65,10376047,785.75
19-Sep-07,7111,7419.35,7111,7401.85,18727572,1418.79
20-Sep-07,7404.95,7462.9,7343.6,7390.15,9870618,813.13
21-Sep-07,7378.3,7506.35,7367.15,7464.5,8653594,613.03
24-Sep-07,7514.4,7661.05,7514.4,7650.9,12193562,888.85
25-Sep-07,7658.5,7694.25,7490.2,7629.15,8998650,696.67
26-Sep-07,7647.1,7829.85,7591.8,7755.9,12887012,1098.13
27-Sep-07,7804.55,7866.5,7747.1,7833.65,13890432,1218.36
28-Sep-07,7838.25,8082.85,7836.05,8042.2,14519648,1333.31
01-Oct-07,8008.55,8085.15,7913.3,7987.5,15269311,1116.18
03-Oct-07,8029.8,8235.8,7820.25,8097.9,16643646,1305.04
04-Oct-07,8083.3,8086.7,7828.65,8035.9,12071277,1068.58
05-Oct-07,8038.1,8066.55,7789.7,7845.25,9151805,814.78
08-Oct-07,7853.15,7935.45,7516.45,7626.4,8005301,734.86
09-Oct-07,7580.9,7916.45,7535.05,7895.85,11767156,1014.21
10-Oct-07,7960.65,8081.05,7907.35,8030.65,13993104,1113.77
11-Oct-07,8054.3,8177.75,8005.5,8158.8,7678977,655.04
12-Oct-07,8093.65,8132.1,7889.8,7934,10882920,788.05
15-Oct-07,7962.55,8306.35,7962.55,8286.3,11148721,1070.91
16-Oct-07,8361.4,8491.65,8240.3,8452.2,15503406,1455.31
17-Oct-07,8071.55,8218.1,7641.5,8099.9,12262046,1141
18-Oct-07,8055.15,8192.45,7519.7,7608.75,15138441,1407.9
19-Oct-07,7637.4,7718.9,7279.3,7423.8,17613454,1339.03
22-Oct-07,7374.35,7621.65,7289.2,7568,11884062,1031.22
23-Oct-07,7621.05,8118.75,7621.05,8101.1,16010762,1165.79
24-Oct-07,8167.95,8276.65,8058.55,8228.65,17120181,1351.33
25-Oct-07,8228.2,8528.25,8185.55,8428.65,22560452,1828.78
26-Oct-07,8426.4,8804.9,8257.05,8749.9,14045123,1277.82
29-Oct-07,8918.05,9122.35,8865.65,9000.75,14939568,1475.28
30-Oct-07,9024.55,9237.8,8832.5,8934.15,31076990,2244.92
